ID,Run,Sequence_Length,Graph_Type,MSE,Predicted_Values,True_Values,Rescaled_Errors,Normalized_Errors
13,8,5,gnn_learned,1869.283,"[2051.3717651367188, 7152.094863891602, 8166.707160949707, 9108.306495666504, 6050.934036254883, 4207.047653198242, 5374.777099609375, 7769.106491088867, 6380.592720031738, 2851.377784729004]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1791.6282348632812, -1375.9051361083984, 8068.707160949707, 7966.306495666504, 3312.934036254883, -4292.952346801758, -1073.222900390625, -593.8935089111328, -847.4072799682617, 1283.377784729004]","[-18.66279411315918, -14.039848327636719, 86.76029205322266, 83.8558578491211, 36.40586853027344, -42.92952346801758, -11.66546630859375, -6.2515106201171875, -8.559669494628906, 13.095691680908203]"
13,9,5,gnn_learned,1840.1774,"[2500.119873046875, 6800.189239501953, 8415.430648803711, 8942.678367614746, 5630.681800842285, 4399.831390380859, 5874.214294433594, 7500.525215148926, 5935.744174957275, 2849.283344268799]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1342.880126953125, -1727.8107604980469, 8317.430648803711, 7800.678367614746, 2892.681800842285, -4100.168609619141, -573.7857055664062, -862.4747848510742, -1292.2558250427246, 1281.2833442687988]","[-13.988334655761719, -17.630722045898438, 89.43473815917969, 82.1124038696289, 31.78771209716797, -41.001686096191406, -6.2368011474609375, -9.078681945800781, -13.053089141845703, 13.074319839477539]"
13,10,5,gnn_learned,1840.8168,"[2658.8558349609375, 7206.565643310547, 8451.692077636719, 8818.046676635742, 5405.271915435791, 3890.409469604492, 5466.608642578125, 7557.567832946777, 6218.815124511719, 2965.934238433838]","[3843.0, 8528.0, 98.0, 1142.0, 2738.0, 8500.0, 6448.0, 8363.0, 7228.0, 1568.0]","[-1184.1441650390625, -1321.4343566894531, 8353.692077636719, 7676.046676635742, 2667.271915435791, -4609.590530395508, -981.391357421875, -805.4321670532227, -1009.1848754882812, 1397.934238433838]","[-12.334835052490234, -13.484024047851562, 89.82464599609375, 80.80049133300781, 29.310680389404297, -46.09590530395508, -10.66729736328125, -8.478233337402344, -10.19378662109375, 14.26463508605957]"
14,1,5,gnn_learned,1494.2659,"[8236.87973022461, 3780.3213958740234, 2424.991687774658, 4354.301013946533, 5659.286163330078, 255.14941501617432, 6665.341941833496, 1009.2537841796875, 1975.5212669372559, 1262.9168491363525]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[1008.8797302246094, 2420.3213958740234, -3874.008312225342, 264.3010139465332, 5089.286163330078, -4212.850584983826, 6659.341941833496, 627.2537841796875, -1455.4787330627441, -4617.0831508636475]","[10.190704345703125, 24.951766967773438, -41.212852478027344, 2.782115936279297, 54.14134216308594, -44.345794677734375, 71.60582733154297, 6.67291259765625, -14.851823806762695, -47.113094329833984]"
14,2,5,gnn_learned,1428.0488,"[7945.785499572754, 3651.192070007324, 2369.547451019287, 4590.009326934814, 4931.193511962891, 160.79127538204193, 6491.247207641602, 813.771800994873, 2152.9004669189453, 851.6934185028076]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[717.7854995727539, 2291.192070007324, -3929.452548980713, 500.00932693481445, 4361.193511962891, -4307.208724617958, 6485.247207641602, 431.77180099487305, -1278.0995330810547, -5028.306581497192]","[7.250358581542969, 23.62053680419922, -41.80268859863281, 5.263256072998047, 46.39567565917969, -45.33903884887695, 69.73384094238281, 4.593317031860352, -13.041831970214844, -51.30924987792969]"
14,3,5,gnn_learned,1295.0437,"[7084.614959716797, 3549.127899169922, 2804.9145698547363, 4526.610641479492, 4859.980651855469, 237.1067934036255, 6096.2171630859375, 946.0005378723145, 1978.5590934753418, 1053.2349472045898]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[-143.38504028320312, 2189.127899169922, -3494.0854301452637, 436.6106414794922, 4289.980651855469, -4230.8932065963745, 6090.2171630859375, 564.0005378723145, -1452.4409065246582, -4826.76505279541]","[-1.448333740234375, 22.568328857421875, -37.171119689941406, 4.5959014892578125, 45.638092041015625, -44.53571701049805, 65.4862060546875, 6.000005722045898, -14.820825576782227, -49.25270462036133]"
14,4,5,gnn_learned,1518.8113,"[8384.017150878906, 3926.6469230651855, 2350.682117462158, 4428.6455154418945, 5332.042854309082, 317.4650113582611, 6947.218391418457, 1145.3846950531006, 2135.561752319336, 1192.3114948272705]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[1156.0171508789062, 2566.6469230651855, -3948.317882537842, 338.64551544189453, 4762.042854309082, -4150.534988641739, 6941.218391418457, 763.3846950531006, -1295.438247680664, -4687.6885051727295]","[11.67694091796875, 26.460277557373047, -42.003379821777344, 3.5646896362304688, 50.660030364990234, -43.689842224121094, 74.63675689697266, 8.121113777160645, -13.218757629394531, -47.83355712890625]"
14,5,5,gnn_learned,1506.9613,"[8033.696792602539, 3752.402961730957, 2432.2578048706055, 4142.558689117432, 5749.933067321777, 258.27992963790894, 6826.692031860352, 1127.1549472808838, 2197.901870727539, 1386.5800533294678]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[805.6967926025391, 2392.402961730957, -3866.7421951293945, 52.55868911743164, 5179.933067321777, -4209.720070362091, 6820.692031860352, 745.1549472808838, -1233.098129272461, -4493.419946670532]","[8.138351440429688, 24.66394805908203, -41.135555267333984, 0.5532493591308594, 55.10567092895508, -44.312843322753906, 73.34077453613281, 7.927180290222168, -12.582633972167969, -45.85122299194336]"
14,6,5,gnn_learned,1527.7439,"[8280.634841918945, 3890.4299240112305, 2295.064685821533, 4647.286777496338, 5200.94580078125, 241.59695076942444, 6909.473327636719, 1221.692819595337, 1916.9625434875488, 1078.89674949646]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[1052.6348419189453, 2530.4299240112305, -4003.935314178467, 557.2867774963379, 4630.94580078125, -4226.403049230576, 6903.473327636719, 839.6928195953369, -1514.0374565124512, -4801.10325050354]","[10.632675170898438, 26.08690643310547, -42.595054626464844, 5.866176605224609, 49.265380859375, -44.48845291137695, 74.23089599609375, 8.932902336120605, -15.449361801147461, -48.990848541259766]"
14,7,5,gnn_learned,1442.6683,"[7788.552604675293, 3923.9216842651367, 2673.46915435791, 4470.969047546387, 5286.490447998047, 285.4142575263977, 6650.077743530273, 1162.3472156524658, 2225.115016937256, 1066.9495601654053]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[560.552604675293, 2563.9216842651367, -3625.53084564209, 380.9690475463867, 4716.490447998047, -4182.585742473602, 6644.077743530273, 780.3472156524658, -1205.8849830627441, -4813.050439834595]","[5.662147521972656, 26.43218231201172, -38.56947708129883, 4.010200500488281, 50.17543029785156, -44.027217864990234, 71.44169616699219, 8.301566123962402, -12.304948806762695, -49.11275863647461]"
14,8,5,gnn_learned,1355.6086,"[7066.489784240723, 3249.4400672912598, 2024.5489768981934, 3992.963695526123, 4859.244842529297, 252.46460247039795, 5955.554592132568, 1001.5694713592529, 1700.5362815856934, 877.0815696716309]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[-161.51021575927734, 1889.4400672912598, -4274.451023101807, -97.03630447387695, 4289.244842529297, -4215.535397529602, 5949.554592132568, 619.5694713592529, -1730.4637184143066, -5002.918430328369]","[-1.6314163208007812, 19.478763580322266, -45.47288513183594, -1.0214347839355469, 45.63026428222656, -44.37405776977539, 63.97370529174805, 6.591164588928223, -17.657793045043945, -51.05018615722656]"
14,9,5,gnn_learned,1464.678,"[7980.743515014648, 3542.13663482666, 2676.6307678222656, 4064.6630668640137, 5352.973976135254, 186.0169302225113, 6687.324005126953, 1248.7675189971924, 2060.2869453430176, 945.6496810913086]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[752.7435150146484, 2182.13663482666, -3622.3692321777344, -25.336933135986328, 4782.973976135254, -4281.983069777489, 6681.324005126953, 866.7675189971924, -1370.7130546569824, -4934.350318908691]","[7.6034698486328125, 22.496253967285156, -38.53584289550781, -0.2667045593261719, 50.8827018737793, -45.07350540161133, 71.84219360351562, 9.220931053161621, -13.986867904663086, -50.35051345825195]"
14,10,5,gnn_learned,1538.4963,"[8197.210845947266, 3825.72465133667, 2120.30961227417, 4299.647312164307, 5410.854415893555, 213.24422407150269, 6702.772682189941, 1123.6386070251465, 1855.9002113342285, 981.7813491821289]","[7228.0, 1360.0, 6299.0, 4090.0, 570.0, 4468.0, 6.0, 382.0, 3431.0, 5880.0]","[969.2108459472656, 2465.72465133667, -4178.69038772583, 209.64731216430664, 4840.854415893555, -4254.755775928497, 6696.772682189941, 741.6386070251465, -1575.0997886657715, -4898.218650817871]","[9.790008544921875, 25.419841766357422, -44.45415496826172, 2.2068138122558594, 51.498451232910156, -44.786903381347656, 72.00830841064453, 7.889772415161133, -16.072446823120117, -49.9818229675293]"
15,1,5,gnn_learned,1834.9026,"[4450.0272216796875, 1828.232837677002, 1880.431776046753, 7166.431091308594, 3192.554920196533, 6785.397705078125, 2818.797763824463, 4487.938465118408, 8859.452919006348, 4045.619571685791]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[799.0272216796875, 178.23283767700195, -4221.568223953247, 5282.431091308594, -5554.445079803467, 2463.397705078125, -2907.202236175537, 3818.938465118408, 7015.452919006348, 2997.619571685791]","[8.323200225830078, 1.8374519348144531, -46.39086151123047, 56.196075439453125, -59.725215911865234, 25.66039276123047, -29.97115707397461, 40.1993522644043, 72.32425689697266, 31.553890228271484]"
15,2,5,gnn_learned,2111.2754,"[4794.879638671875, 1981.0850620269775, 1854.1961688995361, 7471.837860107422, 3350.922130584717, 6706.672607421875, 3087.4550609588623, 4960.208171844482, 9895.633483886719, 4839.010398864746]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[1143.879638671875, 331.08506202697754, -4247.803831100464, 5587.837860107422, -5396.077869415283, 2384.672607421875, -2638.5449390411377, 4291.208171844482, 8051.633483886719, 3791.010398864746]","[11.915412902832031, 3.413248062133789, -46.679161071777344, 59.44508361816406, -58.022342681884766, 24.84033966064453, -27.201494216918945, 45.17061233520508, 83.00653076171875, 39.905372619628906]"
15,3,5,gnn_learned,1966.8484,"[4828.241455078125, 1932.0339088439941, 1981.5975227355957, 7474.935287475586, 3343.2687454223633, 6873.8720703125, 2948.219409942627, 4589.588798522949, 9290.899108886719, 4630.221240997314]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[1177.241455078125, 282.03390884399414, -4120.402477264404, 5590.935287475586, -5403.731254577637, 2551.8720703125, -2777.780590057373, 3920.588798522949, 7446.899108886719, 3582.2212409973145]","[12.262931823730469, 2.9075660705566406, -45.27914810180664, 59.47803497314453, -58.104637145996094, 26.582000732421875, -28.636913299560547, 41.26935577392578, 76.77215576171875, 37.70759201049805]"
15,4,5,gnn_learned,1875.5856,"[4779.1468505859375, 1977.3744449615479, 2158.501718521118, 7293.829376220703, 3324.385570526123, 6310.794921875, 3041.303243637085, 4262.602657318115, 9377.874374389648, 4548.74333190918]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[1128.1468505859375, 327.37444496154785, -3943.498281478882, 5409.829376220703, -5422.614429473877, 1988.794921875, -2684.696756362915, 3593.6026573181152, 7533.874374389648, 3500.7433319091797]","[11.751529693603516, 3.3749942779541016, -43.33514404296875, 57.55137634277344, -58.307682037353516, 20.71661376953125, -27.67728614807129, 37.827396392822266, 77.66880798339844, 36.84992980957031]"
15,5,5,gnn_learned,1819.0996,"[4514.7088623046875, 1946.2467784881592, 1935.0566310882568, 7011.926193237305, 3125.62638092041, 6499.5576171875, 2974.282720565796, 4204.651874542236, 8967.830467224121, 4441.949508666992]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[863.7088623046875, 296.2467784881592, -4166.943368911743, 5127.926193237305, -5621.37361907959, 2177.5576171875, -2751.717279434204, 3535.6518745422363, 7123.830467224121, 3393.949508666992]","[8.996967315673828, 3.0540904998779297, -45.79058837890625, 54.552406311035156, -60.44487762451172, 22.682891845703125, -28.36821937561035, 37.21738815307617, 73.4415512084961, 35.72578430175781]"
15,6,5,gnn_learned,2027.5045,"[4550.236083984375, 2206.829376220703, 2003.7405529022217, 7082.1529541015625, 2843.076229095459, 6721.145263671875, 2940.9813385009766, 4631.800350189209, 9594.158058166504, 4684.499500274658]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[899.236083984375, 556.8293762207031, -4098.259447097778, 5198.1529541015625, -5903.923770904541, 2399.145263671875, -2785.0186614990234, 3962.800350189209, 7750.158058166504, 3636.499500274658]","[9.367042541503906, 5.740509033203125, -45.03582000732422, 55.29949951171875, -63.48305130004883, 24.99109649658203, -28.711532592773438, 41.713687896728516, 79.8985366821289, 38.2789421081543]"
15,7,5,gnn_learned,2063.2903,"[4589.16943359375, 1839.765796661377, 2157.70694732666, 7654.183746337891, 3246.0165100097656, 7186.823486328125, 3196.6642417907715, 4639.072193145752, 9674.261947631836, 4793.801105499268]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[938.16943359375, 189.76579666137695, -3944.29305267334, 5770.183746337891, -5500.983489990234, 2864.823486328125, -2529.3357582092285, 3970.072193145752, 7830.261947631836, 3745.8011054992676]","[9.772598266601562, 1.9563484191894531, -43.34387969970703, 61.38493347167969, -59.150360107421875, 29.84191131591797, -26.075626373291016, 41.79023361206055, 80.72434997558594, 39.42948532104492]"
15,8,5,gnn_learned,1951.054,"[4814.4407958984375, 1962.7917346954346, 2211.6935901641846, 7254.929016113281, 3205.986747741699, 6752.27099609375, 2813.8679122924805, 4639.435314178467, 9386.037139892578, 4572.7821617126465]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[1163.4407958984375, 312.79173469543457, -3890.3064098358154, 5370.929016113281, -5541.013252258301, 2430.27099609375, -2912.1320877075195, 3970.435314178467, 7542.037139892578, 3524.7821617126465]","[12.11917495727539, 3.2246570587158203, -42.75061798095703, 57.137542724609375, -59.580787658691406, 25.315322875976562, -30.02198028564453, 41.7940559387207, 77.75296020507812, 37.102970123291016]"
15,9,5,gnn_learned,1939.4072,"[4737.421142578125, 1961.1364250183105, 2216.8437213897705, 7631.576614379883, 3717.317523956299, 7143.60693359375, 3186.834140777588, 4630.302928924561, 9364.84799194336, 4690.275371551514]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[1086.421142578125, 311.13642501831055, -3885.1562786102295, 5747.576614379883, -5029.682476043701, 2821.60693359375, -2539.165859222412, 3961.3029289245605, 7520.847991943359, 3642.2753715515137]","[11.316886901855469, 3.207592010498047, -42.69402313232422, 61.144432067871094, -54.08260726928711, 29.391738891601562, -26.17696762084961, 41.69792556762695, 77.53451538085938, 38.33974075317383]"
15,10,5,gnn_learned,2090.2715,"[5028.09814453125, 1765.7725105285645, 2008.8183059692383, 7470.351181030273, 3174.4923210144043, 6920.4716796875, 2878.72452545166, 4569.673675537109, 9894.672157287598, 4579.057052612305]","[3651.0, 1650.0, 6102.0, 1884.0, 8747.0, 4322.0, 5726.0, 669.0, 1844.0, 1048.0]","[1377.09814453125, 115.77251052856445, -4093.1816940307617, 5586.351181030273, -5572.507678985596, 2598.4716796875, -2847.27547454834, 3900.6736755371094, 8050.672157287598, 3531.0570526123047]","[14.344772338867188, 1.1935310363769531, -44.980018615722656, 59.42926788330078, -59.919437408447266, 27.067413330078125, -29.353355407714844, 41.059722900390625, 82.99662017822266, 37.16902160644531]"
16,1,5,gnn_learned,1025.512,"[8755.893829345703, 1037.7528257369995, 1661.6519775390625, 3217.853713989258, 5387.922668457031, 1975.8677520751953, 6042.020050048828, 7208.712860107422, 6168.888633728027, 6417.701629638672]","[7551.0, 3232.0, 4324.0, 9311.0, 6700.0, 277.0, 9217.0, 5023.0, 2473.0, 9311.0]","[1204.8938293457031, -2194.2471742630005, -2662.3480224609375, -6093.146286010742, -1312.0773315429688, 1698.8677520751953, -3174.979949951172, 2185.712860107422, 3695.8886337280273, -2893.298370361328]","[13.096672058105469, -23.097339630126953, -27.732791900634766, -64.13838195800781, -13.120773315429688, 18.465953826904297, -33.77638244628906, 23.502288818359375, 38.904090881347656, -30.779769897460938]"
16,2,5,gnn_learned,1014.508,"[8359.253326416016, 700.5640525817871, 1424.6547241210938, 3544.6307525634766, 5115.926361083984, 1868.1329879760742, 6002.038925170898, 6765.891464233398, 6165.440071105957, 6082.440078735352]","[7551.0, 3232.0, 4324.0, 9311.0, 6700.0, 277.0, 9217.0, 5023.0, 2473.0, 9311.0]","[808.2533264160156, -2531.435947418213, -2899.3452758789062, -5766.369247436523, -1584.0736389160156, 1591.1329879760742, -3214.9610748291016, 1742.8914642333984, 3692.440071105957, -3228.5599212646484]","[8.785362243652344, -26.64669418334961, -30.201513290405273, -60.69862365722656, -15.840736389160156, 17.294923782348633, -34.20171356201172, 18.740768432617188, 38.86779022216797, -34.34638214111328]"
16,3,5,gnn_learned,1039.9432,"[8176.917541503906, 973.0835790634155, 1380.202392578125, 3151.898323059082, 5098.006820678711, 1752.0143280029297, 5714.442543029785, 6320.432731628418, 5858.787982940674, 5951.57502746582]","[7551.0, 3232.0, 4324.0, 9311.0, 6700.0, 277.0, 9217.0, 5023.0, 2473.0, 9311.0]","[625.9175415039062, -2258.9164209365845, -2943.797607421875, -6159.101676940918, -1601.993179321289, 1475.0143280029297, -3502.557456970215, 1297.432731628418, 3385.787982940674, -3359.4249725341797]","[6.8034515380859375, -23.77806854248047, -30.66455841064453, -64.83264923095703, -16.01993179321289, 16.032764434814453, -37.26124954223633, 13.950889587402344, 35.63987350463867, -35.738563537597656]"
